product_name,brand,category,price,promo_price,volume_ml,rating,review_count,shade_count,finish_type,coverage_level,skin_type,availability,source_url
Precision Makeup Sponge 100,Fenty Beauty,Makeup Sponges,17.00,,,,,1,,,,en stock,https://fentybeauty.com/en-fr/products/precision-makeup-sponge-100
Full-Bodied Foundation Brush 110,Fenty Beauty,Makeup Brushes,37.00,,,,,1,,,,en stock,https://fentybeauty.com/en-fr/products/full-bodied-foundation-brush-110
Pro Filt'r Soft Matte Longwear Foundation — #420,Fenty Beauty,Foundations & Concealers,39.90,,,,,2,,,,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-420
Kabuki-Buff Foundation Brush 115,Fenty Beauty,Makeup Brushes,35.00,,,,,1,,,,en stock,https://fentybeauty.com/en-fr/products/kabuki-buff-foundation-brush-115
Pro Filt'r Soft Matte Longwear Foundation — #440,Fenty Beauty,Foundations & Concealers,39.90,,,,,2,,,,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-440
Pro Filt'r Soft Matte Longwear Foundation — #210,Fenty Beauty,Foundations & Concealers,39.90,,,,,2,,,,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-210
Pro Filt'r Soft Matte Longwear Foundation — #410,Fenty Beauty,Foundations & Concealers,39.90,,,,,2,,,,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-410
Pro Filt'r Soft Matte Longwear Foundation — #430,Fenty Beauty,Foundations & Concealers,39.90,,,,,2,,,,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-430
Pro Filt'r Soft Matte Longwear Foundation — #450,Fenty Beauty,Foundations & Concealers,39.90,,,,,2,,,,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-450
Pro Filt'r Soft Matte Longwear Foundation — #150,Fenty Beauty,Foundations & Concealers,39.90,,,,,2,,,,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-150
Pro Filt'r Soft Matte Longwear Foundation — #385,Fenty Beauty,Foundations & Concealers,39.90,,,,,2,,,,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-385
